"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
SENTARA OBICI HOSPITAL,490044,VA,READM-30-COPD-HRRP,275,,0.9540,18.5906,19.4865,47,07/01/2017,12/01/2019
SENTARA OBICI HOSPITAL,490044,VA,READM-30-HF-HRRP,664,,1.0401,22.4990,21.6313,152,07/01/2017,12/01/2019
SENTARA OBICI HOSPITAL,490044,VA,READM-30-HIP-KNEE-HRRP,306,,1.0482,4.6235,4.4107,15,07/01/2017,12/01/2019
SENTARA OBICI HOSPITAL,490044,VA,READM-30-PN-HRRP,408,,0.9785,16.3115,16.6702,65,07/01/2017,12/01/2019
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-AMI-HRRP,150,,0.8934,11.5414,12.9178,11,07/01/2017,12/01/2019
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-COPD-HRRP,105,,0.9710,16.6839,17.1821,15,07/01/2017,12/01/2019
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-HF-HRRP,282,,0.9934,20.0110,20.1447,56,07/01/2017,12/01/2019
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.9779,3.6603,3.7429,Too Few to Report,07/01/2017,12/01/2019
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-PN-HRRP,346,,0.9395,14.2587,15.1776,45,07/01/2017,12/01/2019
SENTARA LEIGH HOSPITAL,490046,VA,READM-30-AMI-HRRP,193,,0.9202,14.9835,16.2833,24,07/01/2017,12/01/2019
SENTARA LEIGH HOSPITAL,490046,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SENTARA LEIGH HOSPITAL,490046,VA,READM-30-COPD-HRRP,358,,1.0280,20.8135,20.2473,77,07/01/2017,12/01/2019
SENTARA LEIGH HOSPITAL,490046,VA,READM-30-HF-HRRP,992,,1.0226,22.7330,22.2312,227,07/01/2017,12/01/2019
SENTARA LEIGH HOSPITAL,490046,VA,READM-30-HIP-KNEE-HRRP,2301,,0.9179,3.6297,3.9543,82,07/01/2017,12/01/2019
SENTARA LEIGH HOSPITAL,490046,VA,READM-30-PN-HRRP,691,,0.9942,17.2822,17.3834,119,07/01/2017,12/01/2019
LEWISGALE MEDICAL CENTER,490048,VA,READM-30-AMI-HRRP,460,,1.0678,16.1133,15.0903,78,07/01/2017,12/01/2019
LEWISGALE MEDICAL CENTER,490048,VA,READM-30-CABG-HRRP,98,,1.0123,12.9988,12.8405,13,07/01/2017,12/01/2019
LEWISGALE MEDICAL CENTER,490048,VA,READM-30-COPD-HRRP,268,,0.9701,19.3011,19.8963,49,07/01/2017,12/01/2019
LEWISGALE MEDICAL CENTER,490048,VA,READM-30-HF-HRRP,688,,0.9657,20.2440,20.9628,137,07/01/2017,12/01/2019
LEWISGALE MEDICAL CENTER,490048,VA,READM-30-HIP-KNEE-HRRP,548,,1.0325,3.7287,3.6112,21,07/01/2017,12/01/2019
LEWISGALE MEDICAL CENTER,490048,VA,READM-30-PN-HRRP,629,,0.9351,15.0590,16.1035,90,07/01/2017,12/01/2019
VIRGINIA HOSPITAL CENTER,490050,VA,READM-30-AMI-HRRP,159,,0.9534,14.3188,15.0194,20,07/01/2017,12/01/2019
VIRGINIA HOSPITAL CENTER,490050,VA,READM-30-CABG-HRRP,88,,1.0476,12.5081,11.9398,12,07/01/2017,12/01/2019
VIRGINIA HOSPITAL CENTER,490050,VA,READM-30-COPD-HRRP,169,,1.0646,20.3646,19.1290,40,07/01/2017,12/01/2019
VIRGINIA HOSPITAL CENTER,490050,VA,READM-30-HF-HRRP,439,,0.9138,18.3991,20.1353,75,07/01/2017,12/01/2019
VIRGINIA HOSPITAL CENTER,490050,VA,READM-30-HIP-KNEE-HRRP,803,,0.8881,3.1246,3.5181,23,07/01/2017,12/01/2019
VIRGINIA HOSPITAL CENTER,490050,VA,READM-30-PN-HRRP,442,,1.0002,15.3822,15.3798,68,07/01/2017,12/01/2019
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-AMI-HRRP,360,,0.8763,12.6547,14.4408,38,07/01/2017,12/01/2019
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-CABG-HRRP,100,,1.0536,11.9044,11.2993,13,07/01/2017,12/01/2019
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-COPD-HRRP,302,,1.0726,20.1338,18.7705,67,07/01/2017,12/01/2019
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-HF-HRRP,702,,1.0858,22.7290,20.9325,165,07/01/2017,12/01/2019
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-PN-HRRP,560,,1.0286,16.6063,16.1446,95,07/01/2017,12/01/2019
JOHNSTON MEMORIAL HOSPITAL,490053,VA,READM-30-AMI-HRRP,137,,0.9939,16.3298,16.4306,22,07/01/2017,12/01/2019
JOHNSTON MEMORIAL HOSPITAL,490053,VA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
JOHNSTON MEMORIAL HOSPITAL,490053,VA,READM-30-COPD-HRRP,222,,1.0554,22.1059,20.9445,54,07/01/2017,12/01/2019
JOHNSTON MEMORIAL HOSPITAL,490053,VA,READM-30-HF-HRRP,173,,1.1627,25.8397,22.2234,55,07/01/2017,12/01/2019
JOHNSTON MEMORIAL HOSPITAL,490053,VA,READM-30-HIP-KNEE-HRRP,N/A,,1.0570,4.9204,4.6552,Too Few to Report,07/01/2017,12/01/2019
JOHNSTON MEMORIAL HOSPITAL,490053,VA,READM-30-PN-HRRP,465,,1.0557,19.3541,18.3322,94,07/01/2017,12/01/2019
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-AMI-HRRP,264,,1.1037,15.6230,14.1553,47,07/01/2017,12/01/2019
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-CABG-HRRP,N/A,,1.0184,11.2660,11.0619,Too Few to Report,07/01/2017,12/01/2019
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-COPD-HRRP,370,,1.0336,20.5503,19.8825,79,07/01/2017,12/01/2019
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-HF-HRRP,919,,0.9962,20.9197,21.0005,192,07/01/2017,12/01/2019
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-HIP-KNEE-HRRP,431,,1.0232,4.0812,3.9886,18,07/01/2017,12/01/2019
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-PN-HRRP,680,,0.9716,16.6282,17.1139,111,07/01/2017,12/01/2019
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-AMI-HRRP,257,,1.0250,15.3948,15.0194,41,07/01/2017,12/01/2019
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-CABG-HRRP,139,,0.8944,12.5487,14.0299,15,07/01/2017,12/01/2019
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-COPD-HRRP,255,,0.9648,19.2919,19.9965,46,07/01/2017,12/01/2019
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-HF-HRRP,661,,0.9208,19.7234,21.4204,125,07/01/2017,12/01/2019
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-HIP-KNEE-HRRP,1014,,0.9404,3.6573,3.8890,36,07/01/2017,12/01/2019
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-PN-HRRP,551,,0.9840,15.8165,16.0736,86,07/01/2017,12/01/2019
CLINCH VALLEY MEDICAL CENTER,490060,VA,READM-30-AMI-HRRP,N/A,,0.9621,13.3106,13.8355,Too Few to Report,07/01/2017,12/01/2019
CLINCH VALLEY MEDICAL CENTER,490060,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CLINCH VALLEY MEDICAL CENTER,490060,VA,READM-30-COPD-HRRP,207,,0.9804,20.6663,21.0788,41,07/01/2017,12/01/2019
CLINCH VALLEY MEDICAL CENTER,490060,VA,READM-30-HF-HRRP,129,,1.1028,25.0822,22.7442,39,07/01/2017,12/01/2019
CLINCH VALLEY MEDICAL CENTER,490060,VA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CLINCH VALLEY MEDICAL CENTER,490060,VA,READM-30-PN-HRRP,168,,1.0431,18.4058,17.6455,34,07/01/2017,12/01/2019
INOVA FAIRFAX HOSPITAL,490063,VA,READM-30-AMI-HRRP,622,,0.8531,12.7164,14.9056,70,07/01/2017,12/01/2019
INOVA FAIRFAX HOSPITAL,490063,VA,READM-30-CABG-HRRP,288,,0.8865,10.2508,11.5629,27,07/01/2017,12/01/2019
INOVA FAIRFAX HOSPITAL,490063,VA,READM-30-COPD-HRRP,256,,1.0191,19.2700,18.9089,51,07/01/2017,12/01/2019
INOVA FAIRFAX HOSPITAL,490063,VA,READM-30-HF-HRRP,1189,,0.9195,19.4647,21.1684,226,07/01/2017,12/01/2019
INOVA FAIRFAX HOSPITAL,490063,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.8083,3.1364,3.8802,Too Few to Report,07/01/2017,12/01/2019
INOVA FAIRFAX HOSPITAL,490063,VA,READM-30-PN-HRRP,1131,,0.9227,15.0909,16.3548,165,07/01/2017,12/01/2019
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-AMI-HRRP,125,,1.0624,14.8220,13.9514,22,07/01/2017,12/01/2019
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-COPD-HRRP,231,,0.9714,18.4115,18.9541,40,07/01/2017,12/01/2019
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-HF-HRRP,483,,0.9171,19.8013,21.5912,90,07/01/2017,12/01/2019
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-HIP-KNEE-HRRP,661,,0.8767,3.3765,3.8513,20,07/01/2017,12/01/2019
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-PN-HRRP,465,,0.9097,14.1045,15.5039,59,07/01/2017,12/01/2019
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-AMI-HRRP,272,,1.0642,17.7407,16.6698,52,07/01/2017,12/01/2019
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-COPD-HRRP,358,,1.0532,21.5879,20.4969,82,07/01/2017,12/01/2019
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-HF-HRRP,701,,1.0504,24.2026,23.0418,173,07/01/2017,12/01/2019
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-HIP-KNEE-HRRP,N/A,,1.0900,4.6216,4.2401,Too Few to Report,07/01/2017,12/01/2019
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-PN-HRRP,482,,1.1654,21.4583,18.4123,115,07/01/2017,12/01/2019
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-AMI-HRRP,396,,1.0127,15.9734,15.7735,64,07/01/2017,12/01/2019
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-CABG-HRRP,78,,1.0736,12.1986,11.3619,11,07/01/2017,12/01/2019
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-COPD-HRRP,366,,1.0985,21.4638,19.5397,87,07/01/2017,12/01/2019
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-HF-HRRP,758,,0.8913,19.3245,21.6824,139,07/01/2017,12/01/2019
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-HIP-KNEE-HRRP,484,,1.0707,4.4995,4.2022,23,07/01/2017,12/01/2019
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-PN-HRRP,585,,1.0056,16.0000,15.9102,94,07/01/2017,12/01/2019
SOVAH HEALTH MARTINSVILLE,490075,VA,READM-30-AMI-HRRP,201,,0.9639,15.0033,15.5647,28,07/01/2017,12/01/2019
SOVAH HEALTH MARTINSVILLE,490075,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SOVAH HEALTH MARTINSVILLE,490075,VA,READM-30-COPD-HRRP,495,,1.0002,19.9957,19.9910,99,07/01/2017,12/01/2019
SOVAH HEALTH MARTINSVILLE,490075,VA,READM-30-HF-HRRP,807,,1.0879,24.2021,22.2462,201,07/01/2017,12/01/2019
SOVAH HEALTH MARTINSVILLE,490075,VA,READM-30-HIP-KNEE-HRRP,157,,1.2446,5.1434,4.1327,12,07/01/2017,12/01/2019
SOVAH HEALTH MARTINSVILLE,490075,VA,READM-30-PN-HRRP,1217,,1.1010,18.4920,16.7954,232,07/01/2017,12/01/2019
SENTARA MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-AMI-HRRP,222,,0.9865,13.8648,14.0545,30,07/01/2017,12/01/2019
SENTARA MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SENTARA MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-COPD-HRRP,236,,0.9335,16.0274,17.1683,32,07/01/2017,12/01/2019
SENTARA MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-HF-HRRP,760,,0.9262,18.2738,19.7291,134,07/01/2017,12/01/2019
SENTARA MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-HIP-KNEE-HRRP,879,,1.1699,4.4590,3.8115,42,07/01/2017,12/01/2019
SENTARA MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-PN-HRRP,693,,0.9372,13.6310,14.5442,90,07/01/2017,12/01/2019
VCU HEALTH TAPPAHANNOCK HOSPITAL,490084,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
VCU HEALTH TAPPAHANNOCK HOSPITAL,490084,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
VCU HEALTH TAPPAHANNOCK HOSPITAL,490084,VA,READM-30-COPD-HRRP,N/A,,0.9784,16.6980,17.0675,Too Few to Report,07/01/2017,12/01/2019
VCU HEALTH TAPPAHANNOCK HOSPITAL,490084,VA,READM-30-HF-HRRP,112,,0.9424,18.5527,19.6859,17,07/01/2017,12/01/2019
VCU HEALTH TAPPAHANNOCK HOSPITAL,490084,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.9180,3.7701,4.1068,Too Few to Report,07/01/2017,12/01/2019
VCU HEALTH TAPPAHANNOCK HOSPITAL,490084,VA,READM-30-PN-HRRP,133,,0.9719,14.2591,14.6717,17,07/01/2017,12/01/2019
CENTRA BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CENTRA BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CENTRA BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-COPD-HRRP,98,,1.0605,19.2674,18.1683,24,07/01/2017,12/01/2019
CENTRA BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-HF-HRRP,170,,0.9764,19.7280,20.2040,32,07/01/2017,12/01/2019
CENTRA BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CENTRA BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-PN-HRRP,176,,0.9721,14.7531,15.1763,24,07/01/2017,12/01/2019
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,READM-30-COPD-HRRP,N/A,,0.9608,17.9995,18.7337,Too Few to Report,07/01/2017,12/01/2019
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,READM-30-HF-HRRP,127,,1.0135,20.5797,20.3066,27,07/01/2017,12/01/2019
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,READM-30-PN-HRRP,206,,1.0341,15.3731,14.8659,34,07/01/2017,12/01/2019
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-AMI-HRRP,N/A,,1.0044,18.2048,18.1254,Too Few to Report,07/01/2017,12/01/2019
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-COPD-HRRP,191,,1.0549,20.0406,18.9971,43,07/01/2017,12/01/2019
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-HF-HRRP,315,,1.0410,22.3320,21.4525,73,07/01/2017,12/01/2019
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-HIP-KNEE-HRRP,N/A,,1.0088,4.5986,4.5583,Too Few to Report,07/01/2017,12/01/2019
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-PN-HRRP,313,,1.1053,17.5226,15.8530,62,07/01/2017,12/01/2019
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-COPD-HRRP,56,,1.0172,18.7959,18.4779,12,07/01/2017,12/01/2019
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-HF-HRRP,91,,1.0638,22.9717,21.5935,25,07/01/2017,12/01/2019
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.9711,3.1678,3.2619,Too Few to Report,07/01/2017,12/01/2019
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-PN-HRRP,88,,1.0509,15.3571,14.6137,17,07/01/2017,12/01/2019
SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-AMI-HRRP,93,,0.9922,16.6333,16.7647,15,07/01/2017,12/01/2019
SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-COPD-HRRP,185,,1.0171,20.2640,19.9224,39,07/01/2017,12/01/2019
SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-HF-HRRP,571,,0.9861,21.1767,21.4746,120,07/01/2017,12/01/2019
SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-HIP-KNEE-HRRP,507,,0.9823,3.6122,3.6773,18,07/01/2017,12/01/2019
SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-PN-HRRP,382,,1.0710,17.8182,16.6365,73,07/01/2017,12/01/2019
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,490097,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,490097,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,490097,VA,READM-30-COPD-HRRP,N/A,,1.0062,18.8122,18.6962,Too Few to Report,07/01/2017,12/01/2019
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,490097,VA,READM-30-HF-HRRP,78,,1.0019,21.6337,21.5924,17,07/01/2017,12/01/2019
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,490097,VA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,490097,VA,READM-30-PN-HRRP,113,,1.0102,15.2982,15.1437,18,07/01/2017,12/01/2019
COMMUNITY MEMORIAL HOSPITAL,490098,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
COMMUNITY MEMORIAL HOSPITAL,490098,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
COMMUNITY MEMORIAL HOSPITAL,490098,VA,READM-30-COPD-HRRP,147,,0.9370,16.7104,17.8333,19,07/01/2017,12/01/2019
COMMUNITY MEMORIAL HOSPITAL,490098,VA,READM-30-HF-HRRP,264,,1.0280,22.7859,22.1644,62,07/01/2017,12/01/2019
COMMUNITY MEMORIAL HOSPITAL,490098,VA,READM-30-HIP-KNEE-HRRP,N/A,,1.1266,4.7949,4.2560,Too Few to Report,07/01/2017,12/01/2019
COMMUNITY MEMORIAL HOSPITAL,490098,VA,READM-30-PN-HRRP,224,,1.0300,16.9234,16.4310,40,07/01/2017,12/01/2019
INOVA FAIR OAKS HOSPITAL,490101,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
INOVA FAIR OAKS HOSPITAL,490101,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
INOVA FAIR OAKS HOSPITAL,490101,VA,READM-30-COPD-HRRP,90,,0.9881,18.9563,19.1838,16,07/01/2017,12/01/2019
INOVA FAIR OAKS HOSPITAL,490101,VA,READM-30-HF-HRRP,286,,0.8386,17.1838,20.4919,38,07/01/2017,12/01/2019
INOVA FAIR OAKS HOSPITAL,490101,VA,READM-30-HIP-KNEE-HRRP,648,,0.8437,2.9289,3.4713,16,07/01/2017,12/01/2019
INOVA FAIR OAKS HOSPITAL,490101,VA,READM-30-PN-HRRP,400,,0.9741,15.2123,15.6160,59,07/01/2017,12/01/2019
HIRAM W DAVIS MEDICAL CENTER,490104,VA,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HIRAM W DAVIS MEDICAL CENTER,490104,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HIRAM W DAVIS MEDICAL CENTER,490104,VA,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HIRAM W DAVIS MEDICAL CENTER,490104,VA,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HIRAM W DAVIS MEDICAL CENTER,490104,VA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HIRAM W DAVIS MEDICAL CENTER,490104,VA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
RESTON HOSPITAL CENTER,490107,VA,READM-30-AMI-HRRP,108,,1.0132,14.1138,13.9294,16,07/01/2017,12/01/2019
RESTON HOSPITAL CENTER,490107,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
RESTON HOSPITAL CENTER,490107,VA,READM-30-COPD-HRRP,96,,0.9525,16.8904,17.7332,12,07/01/2017,12/01/2019
RESTON HOSPITAL CENTER,490107,VA,READM-30-HF-HRRP,332,,0.9766,19.1285,19.5863,62,07/01/2017,12/01/2019
RESTON HOSPITAL CENTER,490107,VA,READM-30-HIP-KNEE-HRRP,878,,1.1003,3.7940,3.4483,35,07/01/2017,12/01/2019
RESTON HOSPITAL CENTER,490107,VA,READM-30-PN-HRRP,293,,0.9172,13.6617,14.8949,34,07/01/2017,12/01/2019
LEWISGALE HOSPITAL MONTGOMERY,490110,VA,READM-30-AMI-HRRP,N/A,,0.9608,14.3701,14.9557,Too Few to Report,07/01/2017,12/01/2019
LEWISGALE HOSPITAL MONTGOMERY,490110,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LEWISGALE HOSPITAL MONTGOMERY,490110,VA,READM-30-COPD-HRRP,79,,0.9684,17.4625,18.0329,11,07/01/2017,12/01/2019
LEWISGALE HOSPITAL MONTGOMERY,490110,VA,READM-30-HF-HRRP,165,,1.0830,23.9995,22.1593,45,07/01/2017,12/01/2019
LEWISGALE HOSPITAL MONTGOMERY,490110,VA,READM-30-HIP-KNEE-HRRP,233,,1.2229,4.8934,4.0015,15,07/01/2017,12/01/2019
LEWISGALE HOSPITAL MONTGOMERY,490110,VA,READM-30-PN-HRRP,169,,0.9879,15.8948,16.0887,26,07/01/2017,12/01/2019
WYTHE COUNTY COMMUNITY HOSPITAL,490111,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
WYTHE COUNTY COMMUNITY HOSPITAL,490111,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
