"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Start Date","PSI 90 End Date","PSI 90 W Z Score","PSI 90 Footnote","CLABSI W Z Score","CLABSI Footnote","CAUTI W Z Score","CAUTI Footnote","SSI W Z Score","SSI Footnote","MRSA W Z Score","MRSA Footnote","CDI W Z Score","CDI Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
BAYLOR SCOTT & WHITE MEDICAL CENTER-WHITE ROCK,450678,TX,2022,07/01/2018,12/31/2019,-0.9976,,-1.2914,,-1.4169,,N/A,5,N/A,5,-1.1608,,01/01/2019,12/31/2019,-1.2167,,No,
MEMORIAL HERMANN NORTHEAST HOSPITAL,450684,TX,2022,07/01/2018,12/31/2019,-0.0851,,0.6480,,-1.0148,,0.7577,,-0.2597,,0.5501,,01/01/2019,12/31/2019,0.0994,,No,
UNIVERSITY MEDICAL CENTER,450686,TX,2022,07/01/2018,12/31/2019,2.0528,,-0.0136,,-0.3310,,1.4600,,-0.5700,,0.3658,,01/01/2019,12/31/2019,0.4940,,Yes,
DALLAS REGIONAL MEDICAL CENTER,450688,TX,2022,07/01/2018,12/31/2019,-1.0125,,-1.2914,,-1.4169,,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.3456,,No,
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,450690,TX,2022,07/01/2018,12/31/2019,-0.0043,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8329,,No,
EL CAMPO MEMORIAL HOSPITAL,450694,TX,2022,07/01/2018,12/31/2019,0.0043,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0043,,No,
TEXAS VISTA MEDICAL CENTER,450697,TX,2022,07/01/2018,12/31/2019,1.0005,,1.6068,,0.6262,,N/A,5,2.1722,,-0.5772,,01/01/2019,12/31/2019,0.9657,,Yes,
LAMB HEALTHCARE CENTER,450698,TX,2022,07/01/2018,12/31/2019,0.1032,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.1032,,No,
LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,2022,07/01/2018,12/31/2019,-0.6289,,2.2860,,-0.7895,,-1.3575,,1.5517,,-0.6571,,01/01/2019,12/31/2019,0.0675,,No,
HOUSTON METHODIST CLEAR LAKE HOSPITAL,450709,TX,2022,07/01/2018,12/31/2019,-0.7797,,-1.2914,,0.7127,,-0.3523,,-0.1969,,0.4364,,01/01/2019,12/31/2019,-0.2452,,No,
RIO GRANDE REGIONAL HOSPITAL,450711,TX,2022,07/01/2018,12/31/2019,-0.6155,,1.4040,,2.0841,,0.1384,,-0.5574,,-0.5711,,01/01/2019,12/31/2019,0.3138,,Yes,
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,450713,TX,2022,07/01/2018,12/31/2019,-1.4951,,-0.2439,,0.2220,,0.6004,,1.2755,,-0.5834,,01/01/2019,12/31/2019,-0.0374,,No,
ROUND ROCK MEDICAL CENTER,450718,TX,2022,07/01/2018,12/31/2019,-1.3101,,0.3133,,1.0827,,-0.5249,,0.3788,,-0.4267,,01/01/2019,12/31/2019,-0.0812,,No,
METHODIST CHARLTON MEDICAL CENTER,450723,TX,2022,07/01/2018,12/31/2019,1.9950,,0.1912,,-0.4175,,-1.3575,,2.1722,,1.9937,,01/01/2019,12/31/2019,0.7628,,Yes,
BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,450730,TX,2022,07/01/2018,12/31/2019,2.3958,,N/A,5,-1.4169,,-1.3575,,N/A,5,-0.4390,,01/01/2019,12/31/2019,-0.2044,,No,
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,450742,TX,2022,07/01/2018,12/31/2019,0.4666,,1.6324,,0.1255,,-0.2271,,-1.4021,,0.7497,,01/01/2019,12/31/2019,0.2241,,No,
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,TX,2022,07/01/2018,12/31/2019,-0.7858,,-0.5452,,-1.4169,,1.9152,,-1.4021,,0.3443,,01/01/2019,12/31/2019,-0.3151,,No,
PALESTINE REGIONAL MEDICAL CENTER,450747,TX,2022,07/01/2018,12/31/2019,-0.5099,,N/A,5,-1.4169,,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.1961,,No,
COVENANT HOSPITAL LEVELLAND,450755,TX,2022,07/01/2018,12/31/2019,-0.0377,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.0377,,No,
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,TX,2022,07/01/2018,12/31/2019,-1.3760,,-0.1317,,-1.4169,,-0.1662,,-0.9322,,0.1077,,01/01/2019,12/31/2019,-0.6526,,No,
TOPS SURGICAL SPECIALTY HOSPITAL,450774,TX,2022,07/01/2018,12/31/2019,-0.1371,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.1371,,No,
KINGWOOD MEDICAL CENTER,450775,TX,2022,07/01/2018,12/31/2019,0.5711,,-0.0018,,-0.6830,,-0.5537,,0.8469,,-0.5987,,01/01/2019,12/31/2019,-0.0699,,No,
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,2022,07/01/2018,12/31/2019,-1.4951,,-1.2914,,-0.6146,,0.3076,,-1.4021,,-0.1748,,01/01/2019,12/31/2019,-0.7784,,No,
METHODIST HOSPITAL AMBULATORY SURGERY,450780,TX,2022,07/01/2018,12/31/2019,-0.2021,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.2021,,No,
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,TX,2022,07/01/2018,12/31/2019,-1.4951,,-0.3443,,1.5754,,-0.6755,,-0.3386,,-0.7891,,01/01/2019,12/31/2019,-0.3446,,No,
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,TX,2022,07/01/2018,12/31/2019,0.2073,,-0.0018,,0.5437,,0.2230,,-1.4021,,-0.1748,,01/01/2019,12/31/2019,-0.1008,,No,
DOCTORS HOSPITAL TIDWELL,450803,TX,2022,07/01/2018,12/31/2019,-0.5191,,N/A,5,N/A,5,N/A,5,N/A,5,0.5040,,01/01/2019,12/31/2019,-0.0076,,No,
TEXAS ORTHOPEDIC HOSPITAL,450804,TX,2022,07/01/2018,12/31/2019,-1.4951,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.5783,,No,
NORTHWEST HILLS SURGICAL HOSPITAL,450808,TX,2022,07/01/2018,12/31/2019,-0.4150,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.4150,,No,
NORTH AUSTIN MEDICAL CENTER,450809,TX,2022,07/01/2018,12/31/2019,-0.6670,,0.4471,,0.5779,,-0.2034,,0.1922,,-0.3161,,01/01/2019,12/31/2019,0.0051,,No,
HOUSTON METHODIST SUGARLAND HOSPITAL,450820,TX,2022,07/01/2018,12/31/2019,-1.2244,,-0.5078,,-0.5181,,-0.1510,,-0.6561,,-0.7185,,01/01/2019,12/31/2019,-0.6293,,No,
MEDICAL CITY LAS COLINAS,450822,TX,2022,07/01/2018,12/31/2019,-0.1913,,-1.2914,,N/A,5,-0.5199,,N/A,5,-1.2591,,01/01/2019,12/31/2019,-0.8154,,No,
CORNERSTONE REGIONAL HOSPITAL,450825,TX,2022,07/01/2018,12/31/2019,-0.0900,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.0900,,No,
KELL WEST REGIONAL HOSPITAL,450827,TX,2022,07/01/2018,12/31/2019,-0.8275,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.8275,,No,
CHRISTUS SPOHN HOSPITAL ALICE,450828,TX,2022,07/01/2018,12/31/2019,-0.3791,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.0203,,No,
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,450831,TX,2022,07/01/2018,12/31/2019,0.0420,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0420,,No,
ENNIS REGIONAL MEDICAL CENTER,450833,TX,2022,07/01/2018,12/31/2019,-0.1066,,N/A,5,N/A,5,N/A,5,N/A,5,0.4671,,01/01/2019,12/31/2019,0.1802,,No,
"PHYSICIANS CENTRE,THE",450834,TX,2022,07/01/2018,12/31/2019,-0.1245,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.1245,,No,
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,TX,2022,07/01/2018,12/31/2019,-0.4490,,N/A,5,N/A,5,-1.3575,,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.1560,,No,
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,TX,2022,07/01/2018,12/31/2019,-1.1759,,-1.0216,,-0.0797,,-0.2406,,0.5689,,-0.5895,,01/01/2019,12/31/2019,-0.4231,,No,
MEMORIAL HERMANN KATY HOSPITAL,450847,TX,2022,07/01/2018,12/31/2019,-0.8093,,-0.4920,,2.1907,,0.7425,,-1.4021,,-0.1564,,01/01/2019,12/31/2019,0.0122,,No,
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,TX,2022,07/01/2018,12/31/2019,-1.2724,,1.5477,,-0.4919,,0.1739,,-1.4021,,-0.8598,,01/01/2019,12/31/2019,-0.3841,,No,
BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,450851,TX,2022,07/01/2018,12/31/2019,-1.3085,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.4850,,No,
BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,450853,TX,2022,07/01/2018,12/31/2019,-0.1663,,N/A,5,N/A,5,0.0403,,N/A,5,-0.8106,,01/01/2019,12/31/2019,-0.3122,,No,
HARLINGEN MEDICAL CENTER,450855,TX,2022,07/01/2018,12/31/2019,-1.2515,,-1.2914,,-0.8559,,N/A,5,N/A,5,-1.4342,,01/01/2019,12/31/2019,-1.2082,,No,
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,450856,TX,2022,07/01/2018,12/31/2019,-0.7231,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.7231,,No,
SUGAR LAND SURGICAL HOSPITAL LLP,450860,TX,2022,07/01/2018,12/31/2019,-0.0344,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.0344,,No,
ST LUKE'S THE WOODLANDS HOSPITAL,450862,TX,2022,07/01/2018,12/31/2019,-1.0769,,-0.6377,,-0.7493,,-0.8972,,-1.4021,,-0.5281,,01/01/2019,12/31/2019,-0.8819,,No,
BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,450864,TX,2022,07/01/2018,12/31/2019,-1.0601,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.3608,,No,
ASCENSION SETON  SOUTHWEST,450865,TX,2022,07/01/2018,12/31/2019,-0.0045,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.0045,,No,
ASCENSION SETON NORTHWEST,450867,TX,2022,07/01/2018,12/31/2019,-0.5275,,N/A,5,N/A,5,-0.1628,,N/A,5,0.2736,,01/01/2019,12/31/2019,-0.1389,,No,
DOCTORS HOSPITAL AT RENAISSANCE,450869,TX,2022,07/01/2018,12/31/2019,1.9026,,-0.0786,,-0.0495,,-0.0291,,-1.4021,,-0.3837,,01/01/2019,12/31/2019,-0.0067,,No,
ARISE AUSTIN MEDICAL CENTER,450871,TX,2022,07/01/2018,12/31/2019,-0.2220,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.2220,,No,
U S M D HOSPITAL AT ARLINGTON L P,450872,TX,2022,07/01/2018,12/31/2019,0.5021,,N/A,5,N/A,5,-0.8363,,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.1671,,No,
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,450874,TX,2022,07/01/2018,12/31/2019,-0.3482,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.3482,,No,
QUAIL CREEK SURGICAL HOSPITAL,450875,TX,2022,07/01/2018,12/31/2019,-1.2143,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-1.2143,,No,
LUBBOCK HEART HOSPITAL LP,450876,TX,2022,07/01/2018,12/31/2019,-0.4026,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,0.8401,,Yes,
FOUNDATION SURGICAL HOSPITAL OF EL PASO,450877,TX,2022,07/01/2018,12/31/2019,-0.2370,,N/A,5,N/A,5,-0.4082,,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.3226,,No,
BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,450880,TX,2022,07/01/2018,12/31/2019,-1.0763,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-1.0763,,No,
BAYLOR MEDICAL CENTER AT TROPHY CLUB,450883,TX,2022,07/01/2018,12/31/2019,-0.4418,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.4418,,No,
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,450885,TX,2022,07/01/2018,12/31/2019,-0.3538,,1.3646,,1.7181,,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,1.2029,,Yes,
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,450888,TX,2022,07/01/2018,12/31/2019,-0.0734,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.0734,,No,
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,450889,TX,2022,07/01/2018,12/31/2019,-0.3588,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.3588,,No,
BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,450890,TX,2022,07/01/2018,12/31/2019,-0.0401,,1.1914,,0.7468,,0.5310,,2.1722,,1.0691,,01/01/2019,12/31/2019,0.9451,,Yes,
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,450891,TX,2022,07/01/2018,12/31/2019,-0.3095,,N/A,5,N/A,5,-1.3575,,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.8335,,No,
THE HEART HOSPITAL BAYLOR DENTON,450893,TX,2022,07/01/2018,12/31/2019,-0.8087,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.8087,,No,
UTAH VALLEY HOSPITAL,460001,UT,2022,07/01/2018,12/31/2019,-1.1409,,0.5968,,1.4909,,0.1486,,-1.0703,,-0.0213,,01/01/2019,12/31/2019,0.0006,,No,
SALT LAKE REGIONAL MEDICAL CENTER,460003,UT,2022,07/01/2018,12/31/2019,-0.2936,,0.6440,,-0.4557,,N/A,5,N/A,5,0.9094,,01/01/2019,12/31/2019,0.2010,,No,
MCKAY DEE HOSPITAL,460004,UT,2022,07/01/2018,12/31/2019,-1.4951,,-0.7696,,-0.0475,,0.9033,,0.2478,,-1.2714,,01/01/2019,12/31/2019,-0.4054,,No,
OGDEN REGIONAL MEDICAL CENTER,460005,UT,2022,07/01/2018,12/31/2019,-0.1036,,0.5042,,1.1088,,1.9135,,-1.4021,,0.6115,,01/01/2019,12/31/2019,0.4387,,Yes,
LDS HOSPITAL,460006,UT,2022,07/01/2018,12/31/2019,-1.4951,,-1.2914,,1.2556,,0.2518,,-1.4021,,2.0828,,01/01/2019,12/31/2019,-0.0997,,No,
CEDAR CITY HOSPITAL,460007,UT,2022,07/01/2018,12/31/2019,-0.1609,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.9112,,No,
UNIVERSITY OF UTAH HOSPITALS AND CLINICS,460009,UT,2022,07/01/2018,12/31/2019,-0.4994,,-0.2971,,-0.0254,,0.8880,,-0.0194,,0.7282,,01/01/2019,12/31/2019,0.1292,,No,
INTERMOUNTAIN MEDICAL CENTER,460010,UT,2022,07/01/2018,12/31/2019,-1.4951,,0.1715,,0.3788,,-0.7585,,-0.6740,,0.0279,,01/01/2019,12/31/2019,-0.3916,,No,
CASTLEVIEW HOSPITAL,460011,UT,2022,07/01/2018,12/31/2019,-0.6252,,N/A,5,N/A,5,N/A,5,N/A,5,-0.5373,,01/01/2019,12/31/2019,-0.5812,,No,
MOUNTAIN VIEW HOSPITAL,460013,UT,2022,07/01/2018,12/31/2019,-0.2808,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.9712,,No,
MOUNTAIN WEST MEDICAL CENTER,460014,UT,2022,07/01/2018,12/31/2019,-0.1820,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.1820,,No,
LOGAN REGIONAL HOSPITAL,460015,UT,2022,07/01/2018,12/31/2019,0.5362,,N/A,5,N/A,5,1.7054,,N/A,5,0.0924,,01/01/2019,12/31/2019,0.7780,,Yes,
BRIGHAM CITY COMMUNITY HOSPITAL,460017,UT,2022,07/01/2018,12/31/2019,-0.1403,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.1403,,No,
UINTAH BASIN MEDICAL CENTER,460019,UT,2022,07/01/2018,12/31/2019,-0.1665,,N/A,5,N/A,5,N/A,5,N/A,5,-0.1779,,01/01/2019,12/31/2019,-0.1722,,No,
ST. GEORGE REGIONAL HOSPITAL,460021,UT,2022,07/01/2018,12/31/2019,-1.3992,,-0.4389,,0.3788,,1.2569,,-0.7995,,-0.7216,,01/01/2019,12/31/2019,-0.2872,,No,
AMERICAN FORK HOSPITAL,460023,UT,2022,07/01/2018,12/31/2019,-0.7230,,N/A,5,N/A,5,-0.7500,,N/A,5,-0.7830,,01/01/2019,12/31/2019,-0.7520,,No,
SEVIER VALLEY HOSPITAL,460026,UT,2022,07/01/2018,12/31/2019,-0.2593,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.2593,,No,
ASHLEY REGIONAL MEDICAL CENTER,460030,UT,2022,07/01/2018,12/31/2019,-0.0896,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8756,,No,
BEAR RIVER VALLEY HOSPITAL,460039,UT,2022,07/01/2018,12/31/2019,0.0545,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0545,,No,
DAVIS HOSPITAL AND MEDICAL CENTER,460041,UT,2022,07/01/2018,12/31/2019,1.8935,,2.2860,,-0.3532,,0.4328,,N/A,5,-0.0520,,01/01/2019,12/31/2019,0.8415,,Yes,
LAKEVIEW HOSPITAL,460042,UT,2022,07/01/2018,12/31/2019,-1.4184,,N/A,5,N/A,5,N/A,5,N/A,5,-0.8014,,01/01/2019,12/31/2019,-1.1099,,No,
OREM COMMUNITY HOSPITAL,460043,UT,2022,07/01/2018,12/31/2019,0.1155,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.1155,,No,
ALTA VIEW HOSPITAL,460044,UT,2022,07/01/2018,12/31/2019,-0.3870,,N/A,5,N/A,5,2.0963,,N/A,5,2.0828,,01/01/2019,12/31/2019,1.2640,,Yes,
ST MARK'S HOSPITAL,460047,UT,2022,07/01/2018,12/31/2019,-1.4951,,-0.1238,,0.8675,,-0.5791,,1.5606,,-0.8383,,01/01/2019,12/31/2019,-0.1014,,No,
THE ORTHOPEDIC SPECIALTY HOSPITAL,460049,UT,2022,07/01/2018,12/31/2019,-0.6872,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.6872,,No,
JORDAN VALLEY MEDICAL CENTER,460051,UT,2022,07/01/2018,12/31/2019,-1.1749,,-1.2914,,0.1214,,-0.2406,,-0.0660,,1.9845,,01/01/2019,12/31/2019,-0.1112,,No,
TIMPANOGOS REGIONAL HOSPITAL,460052,UT,2022,07/01/2018,12/31/2019,-0.4737,,-0.2321,,2.1907,,-1.3575,,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.3068,,No,
CACHE VALLEY HOSPITAL,460054,UT,2022,07/01/2018,12/31/2019,-0.3666,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.3666,,No,
PARK CITY HOSPITAL,460057,UT,2022,07/01/2018,12/31/2019,-0.2567,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.9591,,No,
RIVERTON HOSPITAL,460058,UT,2022,07/01/2018,12/31/2019,1.2566,,N/A,5,N/A,5,1.6106,,N/A,5,-0.9427,,01/01/2019,12/31/2019,0.6415,,Yes,
LONE PEAK HOSPITAL,460060,UT,2022,07/01/2018,12/31/2019,-0.1109,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8862,,No,
LAYTON HOSPITAL,460061,UT,2022,07/01/2018,12/31/2019,-0.1780,,N/A,5,N/A,5,N/A,5,N/A,5,1.0814,,01/01/2019,12/31/2019,0.4517,,Yes,
CENTRAL VERMONT MEDICAL CENTER,470001,VT,2022,07/01/2018,12/31/2019,-1.1591,,N/A,5,0.1234,,N/A,5,N/A,5,-0.0550,,01/01/2019,12/31/2019,-0.3636,,No,
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,470003,VT,2022,07/01/2018,12/31/2019,-1.2951,,-0.2735,,1.5271,,-0.4471,,-0.2848,,0.1999,,01/01/2019,12/31/2019,-0.0956,,No,
RUTLAND REGIONAL MEDICAL CENTER,470005,VT,2022,07/01/2018,12/31/2019,-0.2064,,-1.2914,,0.2682,,0.0166,,-1.4021,,1.0937,,01/01/2019,12/31/2019,-0.2536,,No,
BRATTLEBORO MEMORIAL HOSPITAL,470011,VT,2022,07/01/2018,12/31/2019,0.8084,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,1.4456,,Yes,
SOUTHWESTERN VERMONT MEDICAL CENTER,470012,VT,2022,07/01/2018,12/31/2019,-0.5560,,-1.2914,,0.3044,,0.3245,,N/A,5,-0.7400,,01/01/2019,12/31/2019,-0.3917,,No,
NORTHWESTERN MEDICAL CENTER INC,470024,VT,2022,07/01/2018,12/31/2019,2.3958,,N/A,5,N/A,5,N/A,5,N/A,5,1.1214,,01/01/2019,12/31/2019,1.7586,,Yes,
NORTON COMMUNITY HOSPITAL,490001,VA,2022,07/01/2018,12/31/2019,-0.0666,,N/A,5,-1.4169,,N/A,5,N/A,5,0.6576,,01/01/2019,12/31/2019,-0.2753,,No,
RUSSELL COUNTY HOSPITAL,490002,VA,2022,07/01/2018,12/31/2019,-0.0708,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8661,,No,
SENTARA RMH MEDICAL CENTER,490004,VA,2022,07/01/2018,12/31/2019,0.2404,,-1.2914,,1.0505,,-1.3575,,0.2371,,-0.8598,,01/01/2019,12/31/2019,-0.3301,,No,
WINCHESTER MEDICAL CENTER,490005,VA,2022,07/01/2018,12/31/2019,-1.2599,,-0.4526,,-0.4235,,-0.0190,,0.5330,,0.2613,,01/01/2019,12/31/2019,-0.2268,,No,
SENTARA NORFOLK GENERAL HOSPITAL,490007,VA,2022,07/01/2018,12/31/2019,0.7106,,-0.1160,,-0.0817,,0.1316,,0.4003,,0.2153,,01/01/2019,12/31/2019,0.2100,,No,
UNIVERSITY OF VIRGINIA MEDICAL CENTER,490009,VA,2022,07/01/2018,12/31/2019,1.3007,,0.8114,,0.1476,,0.8677,,0.1223,,0.8050,,01/01/2019,12/31/2019,0.6758,,Yes,
BON SECOURS DEPAUL MEDICAL CENTER,490011,VA,2022,07/01/2018,12/31/2019,1.6644,,-1.2914,,-1.0148,,1.6377,,-1.4021,,-1.3942,,01/01/2019,12/31/2019,-0.3001,,No,
SENTARA HALIFAX REGIONAL HOSPITAL,490013,VA,2022,07/01/2018,12/31/2019,-0.6065,,N/A,5,-0.4557,,-1.3575,,N/A,5,-0.5680,,01/01/2019,12/31/2019,-0.7469,,No,
BON SECOURS MARYVIEW MEDICAL CENTER,490017,VA,2022,07/01/2018,12/31/2019,-1.4951,,-0.4192,,-0.2868,,-0.8837,,0.1528,,-0.4206,,01/01/2019,12/31/2019,-0.5588,,No,
AUGUSTA HEALTH,490018,VA,2022,07/01/2018,12/31/2019,-0.8167,,-0.1593,,2.1907,,-0.4606,,1.3400,,-0.4113,,01/01/2019,12/31/2019,0.2805,,No,
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,490019,VA,2022,07/01/2018,12/31/2019,-1.0474,,N/A,5,N/A,5,N/A,5,N/A,5,0.6545,,01/01/2019,12/31/2019,-0.1964,,No,
JOHN RANDOLPH MEDICAL CENTER,490020,VA,2022,07/01/2018,12/31/2019,-0.3538,,2.2860,,0.2863,,1.0471,,N/A,5,-0.1994,,01/01/2019,12/31/2019,0.6133,,Yes,
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,2022,07/01/2018,12/31/2019,-0.0124,,0.1833,,1.6035,,1.0996,,0.4666,,0.4333,,01/01/2019,12/31/2019,0.6290,,Yes,
MARY WASHINGTON HOSPITAL,490022,VA,2022,07/01/2018,12/31/2019,0.5111,,2.2860,,0.8072,,1.2908,,-0.2561,,-0.1257,,01/01/2019,12/31/2019,0.7522,,Yes,
FAUQUIER HOSPITAL,490023,VA,2022,07/01/2018,12/31/2019,2.3958,,N/A,5,-1.4169,,N/A,5,N/A,5,-0.8874,,01/01/2019,12/31/2019,0.0305,,No,
CARILION MEDICAL CENTER,490024,VA,2022,07/01/2018,12/31/2019,1.2582,,-0.1671,,2.1746,,1.6901,,-0.6435,,1.2043,,01/01/2019,12/31/2019,0.9194,,Yes,
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,490032,VA,2022,07/01/2018,12/31/2019,1.7100,,-0.7381,,-0.2325,,-0.7838,,-0.3261,,1.1152,,01/01/2019,12/31/2019,0.1241,,No,
WARREN MEMORIAL HOSPITAL,490033,VA,2022,07/01/2018,12/31/2019,-0.3640,,N/A,5,N/A,5,N/A,5,N/A,5,0.3750,,01/01/2019,12/31/2019,0.0055,,No,
RIVERSIDE SHORE MEMORIAL HOSPITAL,490037,VA,2022,07/01/2018,12/31/2019,0.6039,,N/A,5,N/A,5,N/A,5,N/A,5,-0.8844,,01/01/2019,12/31/2019,-0.1403,,No,
SMYTH COUNTY COMMUNITY HOSPITAL,490038,VA,2022,07/01/2018,12/31/2019,-0.4218,,N/A,5,N/A,5,N/A,5,N/A,5,0.0924,,01/01/2019,12/31/2019,-0.1647,,No,
INOVA ALEXANDRIA HOSPITAL,490040,VA,2022,07/01/2018,12/31/2019,-1.4918,,-0.7519,,-0.5744,,0.1706,,0.6227,,-1.4956,,01/01/2019,12/31/2019,-0.5867,,No,
MARY IMMACULATE HOSPITAL,490041,VA,2022,07/01/2018,12/31/2019,-0.9526,,0.1872,,-1.4169,,-1.3575,,0.3913,,-1.4004,,01/01/2019,12/31/2019,-0.7581,,No,
